number,housing_median_age,total_rooms,total_bedrooms,median_income,median_house_value,ocean_proximity
19417,29.0,1343.0,223.0,3.2391,187500.0,INLAND
19418,30.0,1653.0,285.0,3.3482,220000.0,INLAND
19419,42.0,1787.0,296.0,3.8864,171400.0,INLAND
19420,43.0,1244.0,209.0,2.875,187500.0,INLAND
19421,7.0,9374.0,1847.0,3.4619999999999997,151900.0,INLAND
19422,52.0,349.0,59.0,3.3036,197500.0,INLAND
19423,5.0,9601.0,1639.0,4.5332,195500.0,INLAND
19424,25.0,207.0,41.0,3.6023,131300.0,INLAND
19425,6.0,2607.0,557.0,3.4632,137700.0,INLAND
19426,16.0,3476.0,650.0,3.3438,125400.0,INLAND
19427,29.0,102.0,23.0,2.25,175000.0,INLAND
19428,12.0,9148.0,1906.0,3.2447,142200.0,INLAND
19429,31.0,906.0,146.0,3.4167,196900.0,INLAND
19430,6.0,3655.0,598.0,4.6053,150100.0,INLAND
19431,5.0,3096.0,545.0,4.5701,146400.0,INLAND
19432,11.0,1658.0,301.0,4.1705,162800.0,INLAND
19433,8.0,1959.0,379.0,3.3567,129100.0,INLAND
19434,37.0,375.0,58.0,3.9844,150000.0,INLAND
19435,16.0,19.0,19.0,0.536,162500.0,INLAND
19436,18.0,3469.0,661.0,3.4079,147500.0,INLAND
19437,20.0,3275.0,760.0,2.48,135600.0,INLAND
19438,33.0,828.0,123.0,5.5,146200.0,INLAND
19439,15.0,1232.0,180.0,6.9682,182400.0,INLAND
19440,29.0,2911.0,445.0,4.9904,158100.0,INLAND
19441,33.0,3230.0,587.0,3.5775,109700.0,INLAND
19442,26.0,90.0,18.0,1.125,87500.0,INLAND
19443,18.0,5129.0,1171.0,2.0272,92700.0,INLAND
19444,28.0,1909.0,398.0,2.3783,81400.0,INLAND
19445,19.0,3814.0,790.0,3.5208,145000.0,INLAND
19446,5.0,4034.0,771.0,3.8065,146000.0,INLAND
19447,9.0,6333.0,1355.0,3.0217,160900.0,INLAND
19448,25.0,3262.0,588.0,3.9960000000000004,114500.0,INLAND
19449,20.0,3204.0,625.0,2.6567,110400.0,INLAND
19450,27.0,1956.0,327.0,3.7857,110500.0,INLAND
19451,28.0,2875.0,560.0,3.5489,106400.0,INLAND
19452,4.0,13315.0,2424.0,4.2471,162100.0,INLAND
19453,15.0,3062.0,584.0,4.3864,137600.0,INLAND
19454,16.0,4961.0,902.0,4.2823,138300.0,INLAND
19455,16.0,4478.0,647.0,5.1473,188400.0,INLAND
19456,37.0,136.0,20.0,2.2279,225000.0,INLAND
19457,6.0,3491.0,657.0,3.3844,138500.0,INLAND
19458,10.0,7566.0,1348.0,4.744,148100.0,INLAND
19459,17.0,1147.0,140.0,6.8654,290500.0,INLAND
19460,18.0,3176.0,468.0,5.5684,185100.0,INLAND
19461,25.0,2773.0,384.0,6.4788,199400.0,INLAND
19462,30.0,1975.0,375.0,2.6932,94900.0,INLAND
19463,24.0,705.0,114.0,3.1912,149600.0,INLAND
19464,16.0,2793.0,476.0,3.4667,160900.0,INLAND
19465,29.0,4065.0,841.0,3.072,114300.0,INLAND
19466,16.0,2349.0,446.0,3.1625,130300.0,INLAND
19467,9.0,1114.0,172.0,4.7159,163700.0,INLAND
19468,27.0,4006.0,762.0,3.1848,112800.0,INLAND
19469,28.0,3269.0,647.0,2.2336,112700.0,INLAND
19470,16.0,568.0,124.0,2.1518,107400.0,INLAND
19471,13.0,1221.0,260.0,3.65,155500.0,INLAND
19472,16.0,2493.0,535.0,3.3368,121200.0,INLAND
19473,18.0,4197.0,1006.0,2.166,118600.0,INLAND
19474,16.0,1499.0,250.0,4.3851,117300.0,INLAND
19475,17.0,2434.0,511.0,2.9219,114300.0,INLAND
19476,18.0,1442.0,229.0,4.2969,163200.0,INLAND
19477,31.0,1648.0,293.0,2.4,121500.0,INLAND
19478,19.0,1974.0,393.0,3.1286,137500.0,INLAND
19479,15.0,2485.0,434.0,3.8542,145200.0,INLAND
19480,24.0,2930.0,588.0,3.5395,127900.0,INLAND
19481,21.0,2760.0,632.0,2.0227,179800.0,INLAND
19482,33.0,1959.0,342.0,4.5208,114200.0,INLAND
19483,40.0,3012.0,616.0,2.6346,100600.0,INLAND
19484,36.0,826.0,167.0,2.5,103100.0,INLAND
19485,10.0,934.0,435.0,0.9336,127100.0,INLAND
19486,33.0,1433.0,298.0,2.7621,109100.0,INLAND
19487,28.0,1768.0,423.0,1.8315,90500.0,INLAND
19488,30.0,1718.0,395.0,1.933,107000.0,INLAND
19489,39.0,1748.0,329.0,2.5938,135600.0,INLAND
19490,46.0,1750.0,347.0,2.9137,106000.0,INLAND
19491,44.0,2848.0,623.0,2.1487,86600.0,INLAND
19492,52.0,3887.0,803.0,2.5089,119000.0,INLAND
19493,27.0,2278.0,479.0,2.5148,110200.0,INLAND
19494,37.0,2483.0,459.0,3.0721,108100.0,INLAND
19495,36.0,3679.0,613.0,4.5,151400.0,INLAND
19496,43.0,2369.0,413.0,3.2632,138100.0,INLAND
19497,43.0,2039.0,331.0,3.9844,152000.0,INLAND
19498,47.0,1713.0,334.0,2.1969,149400.0,INLAND
19499,32.0,3951.0,797.0,2.6722,111500.0,INLAND
19500,24.0,2162.0,459.0,3.1857,98300.0,INLAND
19501,31.0,887.0,217.0,2.1528,75500.0,INLAND
19502,36.0,3495.0,641.0,3.1568,109900.0,INLAND
19503,28.0,1437.0,400.0,1.6078,125000.0,INLAND
19504,20.0,2973.0,620.0,3.0645,106000.0,INLAND
19505,22.0,2001.0,387.0,3.148,102300.0,INLAND
19506,5.0,2881.0,584.0,3.0398,120000.0,INLAND
19507,33.0,1438.0,237.0,3.3516,150000.0,INLAND
19508,37.0,1043.0,196.0,3.4125,125000.0,INLAND
19509,42.0,1437.0,307.0,2.1036,88300.0,INLAND
19510,35.0,1591.0,364.0,1.564,81800.0,INLAND
19511,30.0,1721.0,399.0,2.5363,83900.0,INLAND
19512,33.0,1469.0,370.0,1.7104,59000.0,INLAND
19513,43.0,1241.0,240.0,2.8194,81300.0,INLAND
19514,46.0,2331.0,508.0,2.5313,77700.0,INLAND
19515,14.0,5737.0,1286.0,1.6731,95800.0,INLAND
19516,52.0,201.0,35.0,1.3036,75000.0,INLAND
19517,36.0,1981.0,507.0,1.9013,69900.0,INLAND
19518,33.0,693.0,207.0,1.0217,81300.0,INLAND
19519,43.0,311.0,95.0,1.2902,67500.0,INLAND
19520,41.0,1580.0,385.0,2.7538,99600.0,INLAND
19521,29.0,683.0,189.0,1.8162,70000.0,INLAND
19522,17.0,484.0,202.0,0.6825,187500.0,INLAND
19523,52.0,178.0,53.0,0.4999,82500.0,INLAND
19524,19.0,121.0,41.0,0.9573,162500.0,INLAND
19525,52.0,530.0,177.0,1.1875,90600.0,INLAND
19526,16.0,3960.0,716.0,3.9886,137500.0,INLAND
19527,41.0,1467.0,328.0,2.7917,90700.0,INLAND
19528,42.0,2359.0,504.0,2.0833,95500.0,INLAND
19529,40.0,422.0,63.0,7.3841,172200.0,INLAND
19530,45.0,1913.0,335.0,3.1397,110700.0,INLAND
19531,40.0,1791.0,359.0,2.1458,130300.0,INLAND
19532,19.0,3377.0,669.0,2.9783,82500.0,INLAND
19533,36.0,1320.0,255.0,2.6523,76300.0,INLAND
19534,26.0,1762.0,418.0,1.6767,81300.0,INLAND
19535,13.0,5075.0,978.0,3.0577,119000.0,INLAND
19536,1.0,2254.0,328.0,4.25,189200.0,INLAND
19537,23.0,505.0,124.0,1.3696,275000.0,INLAND
19538,14.0,5200.0,1119.0,2.6964,107000.0,INLAND
19539,34.0,1700.0,325.0,2.4485,95500.0,INLAND
19540,32.0,3487.0,740.0,2.7209,88300.0,INLAND
19541,43.0,244.0,52.0,1.425,69400.0,INLAND
19542,39.0,45.0,8.0,1.7679,450000.0,INLAND
19543,36.0,60.0,12.0,3.625,67500.0,INLAND
19544,39.0,2617.0,659.0,1.6952,65000.0,INLAND
19545,39.0,2360.0,607.0,1.7054,58800.0,INLAND
19546,31.0,215.0,62.0,1.75,73800.0,INLAND
19547,49.0,2051.0,500.0,1.59,80900.0,INLAND
19548,41.0,2764.0,639.0,1.9643,74900.0,INLAND
19549,35.0,568.0,150.0,1.8167,79500.0,INLAND
19550,35.0,2074.0,477.0,2.0885,73700.0,INLAND
19551,26.0,3819.0,955.0,1.9206,81300.0,INLAND
19552,21.0,319.0,120.0,2.4792,60000.0,INLAND
19553,28.0,1153.0,420.0,1.0801,75000.0,INLAND
19554,37.0,2014.0,505.0,1.5515,54100.0,INLAND
19555,5.0,3655.0,696.0,3.4703,129300.0,INLAND
19556,36.0,2647.0,604.0,2.273,62900.0,INLAND
19557,22.0,4412.0,925.0,2.6899,82100.0,INLAND
19558,33.0,1009.0,238.0,2.5993,68000.0,INLAND
19559,36.0,1437.0,435.0,2.1779,58400.0,INLAND
19560,39.0,512.0,132.0,1.2857,60000.0,INLAND
19561,2.0,5042.0,834.0,4.6484,145900.0,INLAND
19562,11.0,4236.0,879.0,2.3849,122000.0,INLAND
19563,29.0,1727.0,439.0,1.8929,63600.0,INLAND
19564,13.0,3309.0,603.0,3.8372,129300.0,INLAND
19565,17.0,4054.0,654.0,4.6833,142200.0,INLAND
19566,23.0,3497.0,887.0,1.9444,93400.0,INLAND
19567,16.0,1326.0,375.0,1.871,103900.0,INLAND
19568,35.0,1493.0,278.0,2.9821,97400.0,INLAND
19569,30.0,3257.0,574.0,3.5331,102900.0,INLAND
19570,43.0,1561.0,354.0,1.8466,81500.0,INLAND
19571,16.0,3964.0,824.0,2.3152,111300.0,INLAND
19572,19.0,1549.0,369.0,2.0493,99500.0,INLAND
19573,11.0,4981.0,814.0,3.7041,174800.0,INLAND
19574,7.0,8489.0,1673.0,2.9451,127800.0,INLAND
19575,18.0,335.0,76.0,1.2273,87500.0,INLAND
19576,16.0,284.0,51.0,1.8958,137500.0,INLAND
19577,24.0,2282.0,423.0,3.8214,116100.0,INLAND
19578,5.0,6660.0,1217.0,3.0809,143600.0,INLAND
19579,40.0,1010.0,155.0,3.8984,170500.0,INLAND
19580,20.0,3375.0,630.0,2.69,201300.0,INLAND
19581,8.0,3294.0,667.0,2.6417,96800.0,INLAND
19582,25.0,3214.0,682.0,2.0385,84300.0,INLAND
19583,17.0,315.0,89.0,1.4464,79200.0,INLAND
19584,29.0,291.0,48.0,5.6945,154200.0,INLAND
19585,27.0,1170.0,227.0,2.3906,81800.0,INLAND
19586,30.0,816.0,159.0,3.2604,87900.0,INLAND
19587,30.0,918.0,154.0,3.9688,175000.0,INLAND
19588,35.0,1395.0,264.0,3.6181,178600.0,INLAND
19589,30.0,1527.0,256.0,3.6629,171400.0,INLAND
19590,27.0,819.0,157.0,3.4934,193800.0,INLAND
19591,22.0,1440.0,267.0,3.9821,204300.0,INLAND
19592,30.0,455.0,70.0,4.8958,142500.0,INLAND
19593,32.0,4579.0,914.0,2.6619,86200.0,INLAND
19594,25.0,1178.0,206.0,4.5625,133600.0,INLAND
19595,33.0,1016.0,206.0,2.151,195800.0,INLAND
19596,12.0,4485.0,805.0,3.7611,123100.0,INLAND
19597,26.0,1705.0,279.0,2.6591,180500.0,INLAND
19598,26.0,3396.0,705.0,2.0521,65400.0,INLAND
19599,17.0,1812.0,361.0,1.55,166100.0,INLAND
19600,29.0,1179.0,249.0,3.1125,154800.0,INLAND
19601,27.0,925.0,176.0,2.6406,129700.0,INLAND
19602,36.0,1285.0,270.0,1.7169,121400.0,INLAND
19603,27.0,958.0,184.0,2.1875,82800.0,INLAND
19604,29.0,1717.0,325.0,2.6705,91900.0,INLAND
19605,32.0,946.0,198.0,1.9728,97900.0,INLAND
19606,33.0,613.0,123.0,3.1875,129200.0,INLAND
19607,26.0,467.0,435.0,4.1346,187500.0,INLAND
19608,5.0,4109.0,820.0,3.2396,125200.0,INLAND
19609,38.0,2427.0,450.0,2.8833,115200.0,INLAND
19610,6.0,1772.0,332.0,3.7045,128100.0,INLAND
19611,29.0,1995.0,448.0,2.1833,92700.0,INLAND
19612,12.0,2263.0,410.0,3.5795,145600.0,INLAND
19613,4.0,2919.0,503.0,5.2452,161900.0,INLAND
19614,30.0,2110.0,406.0,2.3173,86500.0,INLAND
19615,31.0,1223.0,330.0,2.8558,100000.0,INLAND
19616,33.0,69.0,28.0,0.536,112500.0,INLAND
19617,34.0,294.0,49.0,3.0,162500.0,INLAND
19618,29.0,1358.0,231.0,3.1645,170800.0,INLAND
19619,33.0,1401.0,299.0,3.4464,162500.0,INLAND
19620,52.0,504.0,96.0,3.5,73500.0,INLAND
19621,42.0,412.0,75.0,2.5,74200.0,INLAND
19622,36.0,48.0,12.0,4.0,75000.0,INLAND
19623,40.0,524.0,112.0,1.7188,112500.0,INLAND
19624,41.0,1045.0,233.0,2.3583,95000.0,INLAND
19625,17.0,1926.0,410.0,1.6214,71500.0,INLAND
19626,27.0,1333.0,230.0,3.06,106000.0,INLAND
19627,42.0,2905.0,561.0,2.2566,82100.0,INLAND
19628,6.0,2657.0,486.0,3.3824,115500.0,INLAND
19629,14.0,3643.0,706.0,3.1523,141800.0,INLAND
19630,18.0,2829.0,732.0,1.6445,156900.0,INLAND
19631,18.0,239.0,39.0,5.3168,175000.0,INLAND
19632,45.0,350.0,62.0,2.5938,275000.0,INLAND
19633,30.0,509.0,115.0,2.2679,250000.0,INLAND
19634,42.0,1200.0,221.0,2.5402,157500.0,INLAND
19635,29.0,1468.0,245.0,3.4643,125000.0,INLAND
19636,30.0,1288.0,237.0,2.3864,139100.0,INLAND
19637,32.0,1256.0,212.0,2.9844,135900.0,INLAND
19638,27.0,1380.0,435.0,2.1875,137500.0,INLAND
19639,18.0,1802.0,335.0,3.1641,96300.0,INLAND
19640,20.0,1417.0,263.0,3.3083,108300.0,INLAND
19641,29.0,1162.0,254.0,2.1932,90600.0,INLAND
19642,15.0,570.0,123.0,1.875,181300.0,INLAND
19643,20.0,707.0,114.0,6.1324,164800.0,INLAND
19644,13.0,2920.0,481.0,3.9286,145800.0,INLAND
19645,17.0,729.0,134.0,4.2188,131300.0,INLAND
19646,44.0,1186.0,225.0,3.4167,160700.0,INLAND
19647,11.0,2285.0,499.0,2.7857,110300.0,INLAND
19648,27.0,1118.0,195.0,2.9135,159400.0,INLAND
19649,29.0,1940.0,337.0,3.6597,145600.0,INLAND
19650,29.0,1871.0,409.0,2.6103,133600.0,INLAND
19651,7.0,4966.0,985.0,3.1042,122500.0,INLAND
19652,34.0,4272.0,996.0,1.9829,82800.0,INLAND
19653,39.0,2840.0,733.0,1.9429,76400.0,INLAND
19654,37.0,1084.0,271.0,1.6213,69500.0,INLAND
19655,22.0,2140.0,445.0,2.4706,89400.0,INLAND
19656,42.0,264.0,72.0,1.4063,61500.0,INLAND
19657,10.0,2874.0,612.0,2.7381,104600.0,INLAND
19658,9.0,9885.0,1871.0,3.4821,127100.0,INLAND
19659,5.0,2899.0,745.0,2.2292,127500.0,INLAND
19660,15.0,1131.0,285.0,1.5531,93100.0,INLAND
19661,47.0,2310.0,484.0,2.2083,97300.0,INLAND
19662,52.0,1724.0,352.0,1.7227,85700.0,INLAND
19663,25.0,2383.0,576.0,1.4529,86100.0,INLAND
19664,25.0,1611.0,285.0,3.5547,122400.0,INLAND
19665,17.0,1664.0,253.0,4.4083,165800.0,INLAND
19666,34.0,3078.0,477.0,4.601,150000.0,INLAND
19667,21.0,2974.0,495.0,4.4886,135400.0,INLAND
19668,30.0,1340.0,244.0,3.375,118500.0,INLAND
19669,8.0,1191.0,242.0,2.7243,138400.0,INLAND
19670,14.0,6337.0,1593.0,2.0643,106500.0,INLAND
19671,6.0,1488.0,252.0,4.1859,150000.0,INLAND
19672,16.0,4527.0,887.0,3.7065,124800.0,INLAND
19673,20.0,1901.0,313.0,3.8958,126800.0,INLAND
19674,29.0,3795.0,604.0,4.6635,198400.0,INLAND
19675,7.0,4480.0,776.0,3.8089999999999997,110700.0,INLAND
19676,7.0,1879.0,444.0,2.4183,103800.0,INLAND
19677,27.0,336.0,60.0,5.3946,71800.0,INLAND
19678,29.0,2037.0,464.0,2.4556,97100.0,INLAND
19679,16.0,1547.0,418.0,1.5613,72500.0,INLAND
19680,27.0,2991.0,637.0,1.8849,73500.0,INLAND
19681,36.0,2321.0,455.0,3.0962,74000.0,INLAND
19682,23.0,1984.0,528.0,1.9375,65300.0,INLAND
19683,39.0,1874.0,411.0,2.5038,68300.0,INLAND
19684,41.0,2183.0,559.0,1.6902,61500.0,INLAND
19685,44.0,2035.0,476.0,1.4661,65200.0,INLAND
19686,41.0,1317.0,309.0,1.6719,64100.0,INLAND
19687,29.0,2355.0,531.0,1.8208,79500.0,INLAND
19688,41.0,1147.0,243.0,2.2431,63400.0,INLAND
19689,21.0,1432.0,328.0,1.6823,83800.0,INLAND
19690,34.0,1991.0,348.0,3.4492,98800.0,INLAND
19691,35.0,2787.0,587.0,2.5469,65900.0,INLAND
19692,33.0,2559.0,539.0,1.4727,53000.0,INLAND
19693,21.0,1299.0,338.0,1.3348,225000.0,INLAND
19694,26.0,1405.0,204.0,4.2188,94200.0,INLAND
19695,32.0,2574.0,425.0,4.3864,117500.0,INLAND
19696,5.0,2320.0,502.0,3.2465,97200.0,INLAND
19697,22.0,3585.0,548.0,4.1739999999999995,100100.0,INLAND
19698,11.0,3519.0,577.0,4.2792,123800.0,INLAND
19699,21.0,2693.0,481.0,3.8534,99700.0,INLAND
19700,17.0,1969.0,297.0,3.4698,179700.0,INLAND
19701,11.0,4833.0,944.0,2.6842,89100.0,INLAND
19702,19.0,1366.0,220.0,4.0625,141700.0,INLAND
19703,13.0,6408.0,1087.0,4.2656,110700.0,INLAND
19704,18.0,3212.0,542.0,3.3793,92900.0,INLAND
19705,27.0,2098.0,372.0,4.45,96200.0,INLAND
19706,26.0,2121.0,375.0,3.3958,94600.0,INLAND
19707,14.0,2774.0,451.0,4.3833,115200.0,INLAND
19708,22.0,2264.0,390.0,3.6111,112300.0,INLAND
19709,13.0,1907.0,347.0,2.0978,134000.0,INLAND
19710,29.0,2144.0,376.0,3.4426,102400.0,INLAND
19711,16.0,5022.0,1103.0,2.3963,114800.0,INLAND
19712,15.0,2659.0,396.0,5.234,124900.0,INLAND
19713,37.0,1871.0,321.0,4.0,101400.0,INLAND
19714,29.0,1860.0,400.0,1.5281,61600.0,INLAND
19715,25.0,2857.0,662.0,1.8095,64100.0,INLAND
19716,37.0,1189.0,248.0,3.8611,100000.0,INLAND
19717,29.0,3041.0,683.0,1.6315,58000.0,INLAND
19718,25.0,3819.0,702.0,2.4464,72500.0,INLAND
19719,20.0,2302.0,412.0,2.8,71200.0,INLAND
19720,42.0,1282.0,198.0,3.2917,97900.0,INLAND
19721,29.0,845.0,155.0,2.125,62000.0,INLAND
19722,48.0,540.0,110.0,3.6111,67500.0,INLAND
19723,46.0,645.0,131.0,1.7417,110400.0,INLAND
19724,38.0,412.0,93.0,2.6597,86000.0,INLAND
19725,36.0,1826.0,329.0,1.9797,118800.0,INLAND
19726,26.0,2668.0,510.0,3.3125,100000.0,INLAND
19727,34.0,2129.0,350.0,2.7039,106300.0,INLAND
19728,32.0,1650.0,313.0,2.9048,98200.0,INLAND
19729,25.0,778.0,135.0,1.7857,258300.0,INLAND
19730,29.0,1716.0,323.0,2.9324,137500.0,INLAND
19731,26.0,633.0,129.0,2.1827,72700.0,INLAND
19732,19.0,2611.0,503.0,2.3657,94000.0,INLAND
19733,34.0,1950.0,407.0,2.5197,82300.0,INLAND
19734,28.0,1782.0,334.0,3.3594,79100.0,INLAND
19735,26.0,4815.0,910.0,2.8810000000000002,79800.0,INLAND
19736,14.0,388.0,108.0,6.1359,106300.0,INLAND
19737,16.0,1978.0,375.0,2.6827,83900.0,INLAND
19738,12.0,3848.0,689.0,2.6352,92200.0,INLAND
19739,10.0,2336.0,426.0,3.0833,81300.0,INLAND
19740,16.0,2077.0,388.0,3.1361,84800.0,INLAND
19741,15.0,3873.0,810.0,2.4555,55600.0,INLAND
19742,16.0,396.0,78.0,1.3889,87500.0,INLAND
19743,15.0,2102.0,358.0,3.1908,137900.0,INLAND
19744,16.0,2722.0,511.0,2.8447,87700.0,INLAND
19745,10.0,1621.0,318.0,3.5,104300.0,INLAND
19746,35.0,2467.0,469.0,2.0425,63700.0,INLAND
19747,29.0,1912.0,336.0,3.7,70500.0,INLAND
19748,17.0,762.0,138.0,4.2917,128800.0,INLAND
19749,29.0,2191.0,493.0,1.6483,60800.0,INLAND
19750,51.0,2378.0,584.0,1.577,51900.0,INLAND
19751,47.0,1554.0,308.0,1.8077,54100.0,INLAND
19752,13.0,3719.0,803.0,2.3517,88900.0,INLAND
19753,19.0,3404.0,731.0,2.6149,84400.0,INLAND
19754,30.0,2750.0,476.0,3.5305,73600.0,INLAND
19755,30.0,744.0,156.0,2.1898,63200.0,INLAND
19756,19.0,3182.0,630.0,1.9727,64900.0,INLAND
19757,19.0,2500.0,509.0,2.035,55100.0,INLAND
19758,21.0,1401.0,331.0,2.225,64700.0,INLAND
19759,14.0,2297.0,573.0,1.787,51600.0,INLAND
19760,15.0,1677.0,346.0,2.4375,59200.0,INLAND
19761,24.0,1631.0,340.0,1.7708,59000.0,INLAND
19762,21.0,1548.0,290.0,1.9773,55000.0,INLAND
19763,30.0,1952.0,397.0,2.25,68200.0,INLAND
19764,31.0,2053.0,465.0,1.4923,44400.0,INLAND
19765,21.0,916.0,194.0,2.125,63300.0,INLAND
19766,25.0,2516.0,435.0,1.7566,58400.0,INLAND
19767,32.0,1435.0,277.0,2.3043,68400.0,INLAND
19768,29.0,852.0,176.0,1.7125,58200.0,INLAND
19769,27.0,1065.0,214.0,2.625,91700.0,INLAND
19770,16.0,4006.0,797.0,2.3929,77200.0,INLAND
19771,16.0,1566.0,306.0,1.9038,60800.0,INLAND
19772,32.0,2352.0,477.0,2.2292,57400.0,INLAND
19773,27.0,1079.0,222.0,3.1319,62700.0,INLAND
19774,29.0,2087.0,382.0,2.207,86400.0,INLAND
19775,9.0,1296.0,287.0,1.9191,54400.0,INLAND
19776,21.0,1730.0,350.0,1.8375,79800.0,INLAND
19777,20.0,2563.0,658.0,1.023,54200.0,INLAND
19778,35.0,1387.0,272.0,2.1759,59500.0,INLAND
19779,39.0,2467.0,529.0,1.8571,53500.0,INLAND
19780,32.0,817.0,206.0,3.6310000000000002,90400.0,INLAND
19781,16.0,2050.0,471.0,2.7083,88900.0,INLAND
19782,29.0,1637.0,297.0,3.2891,93100.0,INLAND
19783,20.0,3758.0,798.0,2.3667,91200.0,INLAND
19784,14.0,712.0,131.0,2.3958,102100.0,INLAND
19785,17.0,3851.0,818.0,2.125,71700.0,INLAND
19786,12.0,1350.0,300.0,1.7393,81300.0,INLAND
19787,17.0,1498.0,331.0,2.0268,94200.0,INLAND
19788,26.0,2231.0,421.0,2.4792,88800.0,INLAND
19789,23.0,141.0,59.0,1.125,66000.0,INLAND
19790,20.0,2680.0,599.0,2.2115,75000.0,INLAND
19791,15.0,619.0,160.0,1.9107,79200.0,INLAND
19792,25.0,767.0,206.0,1.625,79200.0,INLAND
19793,18.0,1650.0,377.0,1.8933,84700.0,INLAND
19794,17.0,769.0,205.0,1.7875,55000.0,INLAND
19795,23.0,708.0,202.0,1.1602,65000.0,INLAND
19796,18.0,1451.0,278.0,1.7262,73700.0,INLAND
19797,27.0,1573.0,361.0,1.9034,49600.0,INLAND
19798,23.0,1091.0,217.0,1.8696,61500.0,INLAND
19799,29.0,241.0,84.0,1.375,48800.0,INLAND
19800,15.0,661.0,146.0,0.4999,56700.0,INLAND
19801,10.0,365.0,102.0,1.7969,37500.0,INLAND
19802,36.0,98.0,28.0,0.536,14999.0,INLAND
19803,27.0,1848.0,449.0,2.8472,41300.0,INLAND
19804,19.0,518.0,108.0,2.7083,64500.0,INLAND
19805,20.0,133.0,35.0,3.625,67500.0,INLAND
19806,17.0,449.0,151.0,0.8362,87500.0,INLAND
19807,18.0,1302.0,424.0,3.1964,80000.0,INLAND
19808,30.0,2747.0,515.0,2.9828,85200.0,INLAND
19809,24.0,1268.0,269.0,1.742,118800.0,INLAND
19810,20.0,1431.0,416.0,1.4821,143300.0,INLAND
19811,20.0,2749.0,575.0,3.0391,139700.0,INLAND
19812,10.0,2271.0,398.0,4.0703,147100.0,INLAND
19813,33.0,560.0,90.0,2.5417,118800.0,INLAND
19814,35.0,1675.0,373.0,1.6722,59100.0,INLAND
19815,33.0,1470.0,330.0,1.8163,57400.0,INLAND
19816,29.0,2581.0,628.0,1.8429,58300.0,INLAND
19817,21.0,2467.0,520.0,2.5521,65600.0,INLAND
19818,32.0,728.0,435.0,3.0156,109100.0,INLAND
19819,27.0,1546.0,415.0,1.1728,41700.0,INLAND
19820,26.0,337.0,69.0,2.3438,100000.0,INLAND
19821,38.0,402.0,86.0,3.1719,106300.0,INLAND
19822,22.0,1389.0,290.0,2.0857,49200.0,INLAND
19823,39.0,3027.0,608.0,2.6445,62000.0,INLAND
19824,32.0,3451.0,625.0,2.9554,110300.0,INLAND
19825,27.0,1621.0,323.0,2.75,93500.0,INLAND
19826,28.0,2112.0,363.0,4.2222,108900.0,INLAND
19827,19.0,3000.0,628.0,2.5141,67400.0,INLAND
19828,30.0,1669.0,314.0,3.3869,80400.0,INLAND
19829,14.0,3965.0,804.0,2.6906,95300.0,INLAND
19830,31.0,2342.0,439.0,3.017,72000.0,INLAND
19831,25.0,1180.0,222.0,2.0729,84700.0,INLAND
19832,33.0,2465.0,536.0,1.5223,51800.0,INLAND
19833,38.0,1281.0,435.0,1.9602,51400.0,INLAND
19834,34.0,1590.0,422.0,1.8068,59000.0,INLAND
19835,30.0,1408.0,326.0,1.7165,59100.0,INLAND
19836,29.0,2201.0,429.0,2.75,65000.0,INLAND
19837,19.0,1402.0,324.0,2.25,53200.0,INLAND
19838,33.0,1509.0,352.0,1.625,50300.0,INLAND
19839,39.0,858.0,228.0,1.5714,43000.0,INLAND
19840,35.0,1689.0,371.0,2.5719,74300.0,INLAND
19841,24.0,1039.0,190.0,2.6711,71300.0,INLAND
19842,26.0,1775.0,416.0,1.8801,57600.0,INLAND
19843,15.0,1517.0,361.0,1.5875,55800.0,INLAND
19844,17.0,877.0,219.0,2.0,52500.0,INLAND
19845,31.0,1533.0,361.0,1.5608,51700.0,INLAND
19846,23.0,1885.0,363.0,3.2159,92800.0,INLAND
19847,36.0,1508.0,323.0,2.1205,60000.0,INLAND
19848,39.0,1730.0,310.0,2.6648,129200.0,INLAND
19849,17.0,2076.0,350.0,4.3281,145700.0,INLAND
19850,39.0,1660.0,349.0,1.4812,53500.0,INLAND
19851,31.0,1465.0,303.0,2.0363,53500.0,INLAND
19852,18.0,2158.0,413.0,2.0216,58000.0,INLAND
19853,18.0,1115.0,193.0,2.7969,123800.0,INLAND
19854,32.0,2293.0,466.0,1.9342,68600.0,INLAND
19855,22.0,1824.0,333.0,2.3365,69600.0,INLAND
19856,20.0,1743.0,340.0,2.2222,52900.0,INLAND
19857,20.0,1469.0,303.0,1.6645,48000.0,INLAND
19858,15.0,1740.0,319.0,2.5743,60200.0,INLAND
19859,10.0,1832.0,455.0,2.0227,53300.0,INLAND
19860,24.0,1855.0,416.0,2.3304,64900.0,INLAND
19861,27.0,1515.0,358.0,1.4432,48100.0,INLAND
19862,14.0,2985.0,607.0,2.1602,65200.0,INLAND
19863,18.0,2060.0,383.0,3.4312,68400.0,INLAND
19864,20.0,1132.0,177.0,5.3767,231300.0,INLAND
19865,20.0,1896.0,266.0,9.0376,239100.0,INLAND
19866,18.0,2603.0,478.0,4.5938,150500.0,INLAND
19867,5.0,4505.0,834.0,4.0144,126600.0,INLAND
19868,17.0,2250.0,430.0,4.1812,93700.0,INLAND
19869,14.0,1195.0,220.0,3.1486,105600.0,INLAND
