,Название,Сайт,status,Адрес,площадь объекта,coords,longitude,latitude,rating,Класс:
333,ТорговыйцентрКони-Айленд,https://roomfi.ru/torgovye-tsentry/51191-torgovyy-tsentr-koni-aylend/,torg_cntr,"Москва, Профсоюзная улица, 109к2",7200.0,"[55.633356, 37.5207837]",37.5207837,55.633356,50.0,Not_defined
334,ТорговыйцентрDiFrontedelacasa,https://roomfi.ru/torgovye-tsentry/51110-torgovyy-tsentr-di-fronte-de-la-casa/,torg_cntr,"Москва, Большая Грузинская улица, 69",31000.0,"[55.7738616, 37.5862504]",37.5862504,55.7738616,50.0,Not_defined
335,ТорговыйцентрТвинстор,https://roomfi.ru/torgovye-tsentry/51254-torgovyy-tsentr-tvinstor/,torg_cntr,"Москва, 1-й Щипковский переулок, 4",8100.0,"[55.72199, 37.6328081]",37.6328081,55.72199,50.0,Not_defined
336,ТорговыйцентрХЦЛейпциг,https://roomfi.ru/torgovye-tsentry/51547-torgovyy-tsentr-khts-leyptsig/,torg_cntr,"Москва, улица Академика Варги, 8к1",54000.0,"[55.630905, 37.475021]",37.475021,55.630905,50.0,Not_defined
337,СпециализированныйторговыйцентрАзбукавкуса,https://roomfi.ru/torgovye-tsentry/51226-spetsializirovannyy-torgovyy-tsentr-azbuka-vkusa/,torg_cntr,"Москва, Кутузовский проспект, 36с6",54000.0,"[55.7385293, 37.5255562]",37.5255562,55.7385293,50.0,Not_defined
338,ТорговыйцентрДарья,https://roomfi.ru/torgovye-tsentry/51150-torgovyy-tsentr-darya/,torg_cntr,"Москва, Строгинский бульвар, 1",12000.0,"[55.8059995, 37.3955562]",37.3955562,55.8059995,50.0,Not_defined
339,Торгово-развлекательныйцентрМаркос-Молл,https://roomfi.ru/torgovye-tsentry/51371-torgovo-razvlekatelnyy-tsentr-markos-moll/,torg_cntr,"Москва, Алтуфьевское шоссе, 70к1",42000.0,"[55.8485542, 37.583099]",37.583099,55.8485542,50.0,Not_defined
340,ТорговыйцентрСтолицаЗябликово,https://roomfi.ru/torgovye-tsentry/51428-torgovyy-tsentr-stolitsa-zyablikovo/,torg_cntr,"Москва, Кустанайская улица, 6",9500.0,"[55.619619, 37.7521428]",37.7521428,55.619619,50.0,Not_defined
341,Торгово-развлекательныйцентрПринц,https://roomfi.ru/torgovye-tsentry/51078-torgovo-razvlekatelnyy-tsentr-prints/,torg_cntr,"Москва, улица Каховка, 29А",130000.0,"[55.656356, 37.569596]",37.569596,55.656356,50.0,Not_defined
342,ТорговыйцентрПанфиловский,https://roomfi.ru/torgovye-tsentry/51558-torgovyy-tsentr-panfilovskiy/,torg_cntr,"Москва, Центральный проспект",25127.0,"[55.99189080000001, 37.2136838]",37.2136838,55.99189080000001,50.0,Not_defined
343,Торгово-развлекательныйцентрАвентура,https://roomfi.ru/torgovye-tsentry/51025-torgovo-razvlekatelnyy-tsentr-aventura/,torg_cntr,"Москва, микрорайон Северное Чертаново, 1А",35000.0,"[55.6370648, 37.6000908]",37.6000908,55.6370648,50.0,Not_defined
344,Торгово-развлекательныйцентрКапитолий,https://roomfi.ru/torgovye-tsentry/51102-torgovo-razvlekatelnyy-tsentr-kapitoliy/,torg_cntr,"Москва, Севастопольский проспект, 11Е",55500.0,"[55.6874652, 37.6041556]",37.6041556,55.6874652,50.0,Not_defined
345,ТорговыйцентрОхотныйряд,https://roomfi.ru/torgovye-tsentry/51137-torgovyy-tsentr-okhotnyy-ryad/,torg_cntr,"Москва, Россия",62711.0,"[55.755826, 37.6172999]",37.6172999,55.755826,50.0,Not_defined
346,ТорговыйцентрНахимовский,https://roomfi.ru/torgovye-tsentry/50982-torgovyy-tsentr-nakhimovskiy/,torg_cntr,"Москва, Нахимовский проспект, 20А",3800.0,"[55.668591, 37.591702]",37.591702,55.668591,50.0,Not_defined
347,ТорговыйцентрМанго,https://roomfi.ru/torgovye-tsentry/51129-torgovyy-tsentr-mango/,torg_cntr,"Москва, Кантемировская улица, 6к1",120.0,"[55.6370965, 37.6768327]",37.6768327,55.6370965,50.0,Not_defined
348,ТорговыйцентрКомпас,https://roomfi.ru/torgovye-tsentry/51240-torgovyy-tsentr-kompas/,torg_cntr,"Москва, улица Красная Сосна, 2А",7285.0,"[55.85081169999999, 37.6786995]",37.6786995,55.85081169999999,50.0,Not_defined
349,Олимпикпарк,https://roomfi.ru/torgovye-tsentry/51613--olimpik-park/,torg_cntr,"Москва, Электролитный проезд, 3Б",15970.0,"[55.675918, 37.6138649]",37.6138649,55.675918,50.0,Not_defined
350,ТорговыйцентрТвойДом,https://roomfi.ru/torgovye-tsentry/51059-torgovyy-tsentr-tvoy-dom/,torg_cntr,"Москва, МКАД, 66-й километр",105924.0,"[55.81816079999999, 37.3911222]",37.3911222,55.81816079999999,50.0,Not_defined
351,ТорговыйцентрКовчег,https://roomfi.ru/torgovye-tsentry/51300-torgovyy-tsentr-kovcheg/,torg_cntr,"Москва, Митинская улица, 36к1",8500.0,"[55.8467894, 37.3618092]",37.3618092,55.8467894,50.0,Not_defined
352,ТорговыйцентрСевернаяЕвропа,https://roomfi.ru/torgovye-tsentry/51132-torgovyy-tsentr-severnaya-evropa/,torg_cntr,"Москва, Таллинская улица, 26",8500.0,"[55.799494, 37.4078113]",37.4078113,55.799494,50.0,Not_defined
353,ТорговыйцентрТКДетскихтоваровнаКоломенской,https://roomfi.ru/torgovye-tsentry/50968-torgovyy-tsentr-tk-detskikh-tovarov-na-kolomenskoy/,torg_cntr,"Москва, проспект Андропова, 11к2",8000.0,"[55.688419, 37.6685369]",37.6685369,55.688419,50.0,Not_defined
354,ТорговыйцентрУнивермагМосква,https://roomfi.ru/torgovye-tsentry/51126-torgovyy-tsentr-univermag-moskva/,torg_cntr,"Москва, Ленинский проспект, 54",22970.0,"[55.6979535, 37.56044610000001]",37.56044610000001,55.6979535,50.0,Not_defined
355,Торгово-развлекательныйцентрСвиблово,https://roomfi.ru/torgovye-tsentry/50995-torgovo-razvlekatelnyy-tsentr-sviblovo/,torg_cntr,"Москва, Снежная улица, 27",18215.0,"[55.85645479999999, 37.6533676]",37.6533676,55.85645479999999,50.0,Not_defined
356,ТорговыйцентрДомик,https://roomfi.ru/torgovye-tsentry/51267-torgovyy-tsentr-domik/,torg_cntr,"Москва, МКАД, 53-й километр",8000.0,"[55.7067371, 37.3938679]",37.3938679,55.7067371,50.0,Not_defined
357,ТорговыйцентрМитинскийРадиорынок,https://roomfi.ru/torgovye-tsentry/51118-torgovyy-tsentr-mitinskiy-radiorynok/,torg_cntr,"Москва, Пятницкое шоссе, 18",30000.0,"[55.844417, 37.3838051]",37.3838051,55.844417,50.0,Not_defined
358,ТорговыйцентрЛига,https://roomfi.ru/torgovye-tsentry/51143-torgovyy-tsentr-liga/,torg_cntr,"Москва, Ленинградское шоссе, 5А",35000.0,"[55.81322979999999, 37.5017298]",37.5017298,55.81322979999999,50.0,Not_defined
359,ТорговыйцентрГорбушкиндвор,https://roomfi.ru/torgovye-tsentry/51266-torgovyy-tsentr-gorbushkin-dvor/,torg_cntr,"Москва, Багратионовский проезд, 7к3",60000.0,"[55.7421792, 37.5016554]",37.5016554,55.7421792,50.0,Not_defined
360,Торгово-развлекательныйцентрПерсейдлядетей,https://roomfi.ru/torgovye-tsentry/50971-torgovo-razvlekatelnyy-tsentr-persey-dlya-detey/,torg_cntr,"Москва, Россошанская улица, 6",4000.0,"[55.5927277, 37.6130973]",37.6130973,55.5927277,50.0,Not_defined
361,ТорговыйцентрЕвроМаг,https://roomfi.ru/torgovye-tsentry/51136-torgovyy-tsentr-evromag/,torg_cntr,"Москва, Новочеркасский бульвар, 10к1",10511.0,"[55.6458874, 37.7162421]",37.7162421,55.6458874,50.0,Not_defined
362,Торгово-офисныйцентрТриD,https://roomfi.ru/torgovye-tsentry/51431-torgovo-ofisnyy-tsentr-tri-d/,torg_cntr,"Москва, Нижегородская улица, 50",6500.0,"[55.735383, 37.701631]",37.701631,55.735383,50.0,Not_defined
363,ТорговыйцентрСормовский,https://roomfi.ru/torgovye-tsentry/51458-torgovyy-tsentr-sormovskiy/,torg_cntr,"Москва, Сормовская улица, 6",9730.0,"[55.710778, 37.812055]",37.812055,55.710778,50.0,Not_defined
364,ТорговыйцентрТехноблок31,https://roomfi.ru/torgovye-tsentry/51287-torgovyy-tsentr-tekhno-blok-31/,torg_cntr,"Москва, шоссе Энтузиастов, 31с38",9730.0,"[55.7602702, 37.7548584]",37.7548584,55.7602702,50.0,Not_defined
365,ТорговыйцентрТропа,https://roomfi.ru/torgovye-tsentry/51092-torgovyy-tsentr-tropa/,torg_cntr,"Москва, Профсоюзная улица, 118",7800.0,"[55.6355792, 37.5207557]",37.5207557,55.6355792,50.0,Not_defined
366,ТорговыйцентрАтом,https://roomfi.ru/torgovye-tsentry/51308-torgovyy-tsentr-atom/,torg_cntr,"Москва, Таганская площадь, 86/1с1",4001.0,"[55.741574, 37.652857]",37.652857,55.741574,50.0,Not_defined
367,ТорговыйцентрRealМоллГэллериСигнальный,https://roomfi.ru/torgovye-tsentry/51390-torgovyy-tsentr-real-moll-gelleri-signalnyy/,torg_cntr,"Москва, Сигнальный проезд, 37",23800.0,"[55.8508566, 37.59519390000001]",37.59519390000001,55.8508566,50.0,Not_defined
368,ТорговыйцентрЦарицынский,https://roomfi.ru/torgovye-tsentry/51233-torgovyy-tsentr-tsaritsynskiy/,torg_cntr,"Москва, Луганская улица, 10",5900.0,"[55.622474, 37.667618]",37.667618,55.622474,50.0,Not_defined
369,Торгово-развлекательныйцентрАркадия,https://roomfi.ru/torgovye-tsentry/51094-torgovo-razvlekatelnyy-tsentr-arkadiya/,torg_cntr,"Москва, Россия",38000.0,"[55.755826, 37.6172999]",37.6172999,55.755826,50.0,Not_defined
370,Торгово-развлекательныйцентрЦветной,https://roomfi.ru/torgovye-tsentry/51232-torgovo-razvlekatelnyy-tsentr-tsvetnoy/,torg_cntr,"Москва, Цветной бульвар, 15с1",36000.0,"[55.7710991, 37.6199468]",37.6199468,55.7710991,50.0,Not_defined
371,ТорговыйцентрРтс,https://roomfi.ru/torgovye-tsentry/51070-torgovyy-tsentr-rts/,torg_cntr,"Москва, Россия",10000.0,"[55.755826, 37.6172999]",37.6172999,55.755826,50.0,Not_defined
372,ТорговыйцентрТвойдом,https://roomfi.ru/torgovye-tsentry/51462-torgovyy-tsentr-tvoy-dom/,torg_cntr,"Москва, МКАД, 24-й километр",60000.0,"[55.5887341, 37.7223914]",37.7223914,55.5887341,50.0,Not_defined
373,ТорговыйцентрМетромаркетнаСоколе,https://roomfi.ru/torgovye-tsentry/51144-torgovyy-tsentr-metromarket-na-sokole/,torg_cntr,"Москва, Ленинградский проспект, 76А",6000.0,"[55.805841, 37.51514299999999]",37.51514299999999,55.805841,50.0,Not_defined
374,ТорговыйцентрКронПарк,https://roomfi.ru/torgovye-tsentry/50978-torgovyy-tsentr-kronpark/,torg_cntr,"Москва, Кронштадтский бульвар, 9",14000.0,"[55.8423217, 37.4881293]",37.4881293,55.8423217,50.0,Not_defined
375,ТорговыйцентрСтолицаСолнцево,https://roomfi.ru/torgovye-tsentry/51429-torgovyy-tsentr-stolitsa-solntsevo/,torg_cntr,"Москва, Солнцевский проспект, 21",15000.0,"[55.647048, 37.4116481]",37.4116481,55.647048,50.0,Not_defined
376,ТорговыйцентрДружба,https://roomfi.ru/torgovye-tsentry/50964-torgovyy-tsentr-druzhba/,torg_cntr,"Москва, Новослободская улица, 4",16700.0,"[55.78003769999999, 37.6011858]",37.6011858,55.78003769999999,50.0,Not_defined
377,ТорговыйцентрКонфетти,https://roomfi.ru/torgovye-tsentry/51514-torgovyy-tsentr-konfetti/,torg_cntr,"Москва, Нагатинская улица, 16",52000.0,"[55.6791137, 37.6408287]",37.6408287,55.6791137,50.0,Not_defined
378,ТорговыйцентрRoomer(Румер),https://roomfi.ru/torgovye-tsentry/51486-torgovyy-tsentr-roomer/,torg_cntr,"Москва, улица Ленинская Слобода, 26",86000.0,"[55.70985040000001, 37.6544602]",37.6544602,55.70985040000001,50.0,Not_defined
379,ТорговыйцентрАСТ,https://roomfi.ru/torgovye-tsentry/51497-torgovyy-tsentr-ast/,torg_cntr,"Москва, Измайловское шоссе, 71А",20990.0,"[55.780759, 37.738035]",37.738035,55.780759,50.0,Not_defined
380,Торгово-развлекательныйцентрРогожскаязастава,https://roomfi.ru/torgovye-tsentry/51521-torgovo-razvlekatelnyy-tsentr-rogozhskaya-zastava/,torg_cntr,"Москва, шоссе Энтузиастов, 7А",20000.0,"[55.74922669999999, 37.7018339]",37.7018339,55.74922669999999,50.0,Not_defined
381,Торгово-офисныйцентрАэробус,https://roomfi.ru/torgovye-tsentry/51006-torgovo-ofisnyy-tsentr-aerobus/,torg_cntr,"Москва, Россия",30000.0,"[55.755826, 37.6172999]",37.6172999,55.755826,50.0,Not_defined
382,Торгово-развлекательныйцентрХорошо!,https://roomfi.ru/torgovye-tsentry/52893-torgovo-razvlekatelnyy-tsentr-khorosho/,torg_cntr,"Москва, Россия",30000.0,"[55.755826, 37.6172999]",37.6172999,55.755826,50.0,Not_defined
383,Торгово-развлекательныйцентрГалереяВодолейДомодедовская,https://roomfi.ru/torgovye-tsentry/51391-torgovo-razvlekatelnyy-tsentr-galereya-vodoley-domodedovskaya/,torg_cntr,"Москва, Ореховый бульвар, 15",13500.0,"[55.61092799999999, 37.7066594]",37.7066594,55.61092799999999,50.0,Not_defined
384,Бизнес-центрМожайский,https://roomfi.ru/torgovye-tsentry/50955-biznes-tsentr-mozhayskiy/,torg_cntr,"Москва, Можайское шоссе, 166Б",11465.0,"[55.7222685, 37.4446683]",37.4446683,55.7222685,50.0,Not_defined
385,Бизнес-центрТеплыйстан,https://roomfi.ru/torgovye-tsentry/50953-biznes-tsentr-teplyy-stan/,torg_cntr,"Москва, улица Генерала Тюленева, 4Ас3",6000.0,"[55.625501, 37.48343800000001]",37.48343800000001,55.625501,50.0,Not_defined
386,ТорговыйцентрEgomall(Эгомолл),https://roomfi.ru/torgovye-tsentry/51115-torgovyy-tsentr-egomall/,torg_cntr,"Москва, проезд Дежнёва, 23А",11240.0,"[55.870455, 37.63808909999999]",37.63808909999999,55.870455,50.0,Not_defined
387,ТорговыйцентрПервомайский,https://roomfi.ru/torgovye-tsentry/51159-torgovyy-tsentr-pervomayskiy/,torg_cntr,"Москва, Россия",6400.0,"[55.755826, 37.6172999]",37.6172999,55.755826,50.0,Not_defined
388,Торгово-развлекательныйцентрГУМ,https://roomfi.ru/torgovye-tsentry/50988-torgovo-razvlekatelnyy-tsentr-gum/,torg_cntr,"Москва, Красная площадь, 3",74900.0,"[55.7546025, 37.62159949999999]",37.62159949999999,55.7546025,50.0,Not_defined
389,ТорговыйцентрЗвездочка,https://roomfi.ru/torgovye-tsentry/51043-torgovyy-tsentr-zvezdochka/,torg_cntr,"Москва, Таганская улица, 1с1",6000.0,"[55.73939799999999, 37.6650161]",37.6650161,55.73939799999999,50.0,Not_defined
390,Торгово-офисныйцентрСавеловград,https://roomfi.ru/torgovye-tsentry/51444-torgovo-ofisnyy-tsentr-savelovgrad/,torg_cntr,"Москва, Складочная улица, 1с15",7500.0,"[55.8029935, 37.5934982]",37.5934982,55.8029935,50.0,Not_defined
391,Торгово-развлекательныйцентрМегаполис,https://roomfi.ru/torgovye-tsentry/51339-torgovo-razvlekatelnyy-tsentr-megapolis/,torg_cntr,"Москва, проспект Андропова, 8",72000.0,"[55.695887, 37.665174]",37.665174,55.695887,50.0,Not_defined
