,Название,Регион,Город,Район,Адрес,Индекс,Телефон,Мобильный телефон,Email,Email с сайта,Сайт,Рубрика,Подрубрика,Способы оплаты,vkontakte,twitter,facebook,skype,icq,odnoklassniki,youtube,instagram,latitude,longitude,coordinates,date_start_statistic,status,category,revenue,dist_to_closest_conquer,dist_to_closer_metro,metro_name,close_metro_coords,closer_metro_area,closer_metro_area_densyty,dist_to_closer_ostanovk,ostanovka_transp,ostanovka_coord,square,chisl,количество жителей в радиусе до конкурента методом домов,количество жителей в радиусе 2 км методом домов,население на 1 конкурента в радиусе 2 км методом по домам,количество конкурентов в радиусе 2 км,население на 1 конкурента в радиусе 2 км методом плотности,колич крупн торгово-офисн центр рядом,dist_to_conquer_aprise,dist_to_closer_metro_aprise,chisl_apprise,dist_to_close_ost_apr,среднее расстояние до метро по действ точкам,среднее расстояние до конкурента по действ точкам,среднея численность в радиусе до конкурента по действ точкам,rating,площадь объекта,coords,Класс:
3642,ТорговыйцентрКрокусСитиМолл,,,,"Москва, МКАД, 66-й километр",,,,,,https://roomfi.ru/torgovye-tsentry/51128-torgovyy-tsentr-krokus-siti-moll/,,,,,,,,,,,,55.81816079999999,37.3911222,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,62000.0,"[55.81816079999999, 37.3911222]",Not_defined
3643,ТорговыйцентрМандарин,,,,"Москва, Монтажная улица, 9с1",,,,,,https://roomfi.ru/torgovye-tsentry/51218-torgovyy-tsentr-mandarin/,,,,,,,,,,,,55.81447600000001,37.77325099999999,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,20568.0,"[55.81447600000001, 37.77325099999999]",Not_defined
3644,ТорговыйцентрЗвездочканаЮгозападной,,,,"Москва, Россия",,,,,,https://roomfi.ru/torgovye-tsentry/51258-torgovyy-tsentr-zvezdochka-na-yugo-zapadnoy/,,,,,,,,,,,,55.755826,37.6172999,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,17500.0,"[55.755826, 37.6172999]",Not_defined
3645,ТорговыйцентрМегацентрИталия,,,,"Москва, улица Академика Пилюгина, 10",,,,,,https://roomfi.ru/torgovye-tsentry/51173-torgovyy-tsentr-megatsentr-italiya/,,,,,,,,,,,,55.669415,37.539107,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,10000.0,"[55.669415, 37.539107]",Not_defined
3646,Торгово-офисныйцентрРогожскаяЗастава,,,,"Москва, шоссе Энтузиастов, 7А",,,,,,https://roomfi.ru/torgovye-tsentry/51086-torgovo-ofisnyy-tsentr-rogozhskaya-zastava/,,,,,,,,,,,,55.74922669999999,37.7018339,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,21530.0,"[55.74922669999999, 37.7018339]",Not_defined
3647,МногофункциональныйкомплексОмегаПлаза,,,,"Москва, улица Ленинская Слобода, 19",,,,,,https://roomfi.ru/torgovye-tsentry/51317-mnogofunktsionalnyy-kompleks-omega-plaza/,,,,,,,,,,,,55.7084315,37.6527952,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,100000.0,"[55.7084315, 37.6527952]",Not_defined
3648,Торгово-развлекательныйцентрЧасПик,,,,"Москва, МКАД, 87-й километр",,,,,,https://roomfi.ru/torgovye-tsentry/51438-torgovo-razvlekatelnyy-tsentr-chas-pik/,,,,,,,,,,,,55.9008076,37.6226221,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,25000.0,"[55.9008076, 37.6226221]",Not_defined
3649,ТорговыйцентрВалдай-центр,,,,"Москва, улица Новый Арбат, 11",,,,,,https://roomfi.ru/torgovye-tsentry/51235-torgovyy-tsentr-valday-tsentr/,,,,,,,,,,,,55.7521237,37.596075,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,4000.0,"[55.7521237, 37.596075]",Not_defined
3650,ТорговыйцентрРадужный,,,,"Москва, Енисейская улица, 19к1",,,,,,https://roomfi.ru/torgovye-tsentry/51071-torgovyy-tsentr-raduzhnyy/,,,,,,,,,,,,55.869196,37.6634239,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,7000.0,"[55.869196, 37.6634239]",Not_defined
3651,ТорговыйцентрСМ-1,,,,"Москва, Колодезный переулок, 3",,,,,,https://roomfi.ru/torgovye-tsentry/51445-torgovyy-tsentr-sm-1/,,,,,,,,,,,,55.798192,37.697424,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,4700.0,"[55.798192, 37.697424]",Not_defined
3652,Торгово-развлекательныйцентрРоллХолл,,,,"Москва, Холодильный переулок, 3",,,,,,https://roomfi.ru/torgovye-tsentry/51127-torgovo-razvlekatelnyy-tsentr-roll-kholl/,,,,,,,,,,,,55.7083929,37.62548719999999,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,5000.0,"[55.7083929, 37.62548719999999]",Not_defined
3653,ТорговыйцентрГалереяКристалл,,,,"Москва, Марксистская улица, 38",,,,,,https://roomfi.ru/torgovye-tsentry/51323-torgovyy-tsentr-galereya-kristall/,,,,,,,,,,,,55.7338199,37.6666008,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,5000.0,"[55.7338199, 37.6666008]",Not_defined
3654,Торгово-развлекательныйцентрГород,,,,"Москва, Россия",,,,,,https://roomfi.ru/torgovye-tsentry/51192-torgovo-razvlekatelnyy-tsentr-gorod/,,,,,,,,,,,,55.755826,37.6172999,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,128000.0,"[55.755826, 37.6172999]",Not_defined
3655,ТорговыйцентрМандарин,,,,"Москва, Пятницкое шоссе, 39",,,,,,https://roomfi.ru/torgovye-tsentry/51361-torgovyy-tsentr-mandarin/,,,,,,,,,,,,55.8550658,37.3555119,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,8712.0,"[55.8550658, 37.3555119]",Not_defined
3656,ТорговыйцентрГородХобби,,,,"Москва, Щёлковское шоссе, 3с1",,,,,,https://roomfi.ru/torgovye-tsentry/51194-torgovyy-tsentr-gorod-khobbi/,,,,,,,,,,,,55.80389049999999,37.7529946,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,5000.0,"[55.80389049999999, 37.7529946]",Not_defined
3657,ТорговыйцентрЭлектроника,,,,"Москва, Ленинский проспект, 99",,,,,,https://roomfi.ru/torgovye-tsentry/51087-torgovyy-tsentr-elektronika/,,,,,,,,,,,,55.669982,37.5205717,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,4800.0,"[55.669982, 37.5205717]",Not_defined
3658,ТорговыйцентрАреалКузьминки,,,,"Москва, улица Маршала Чуйкова, 3с3",,,,,,https://roomfi.ru/torgovye-tsentry/51289-torgovyy-tsentr-areal-kuzminki/,,,,,,,,,,,,55.7032363,37.7639635,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,4200.0,"[55.7032363, 37.7639635]",Not_defined
3659,Торгово-развлекательныйцентрЕреванплаза,,,,"Москва, Большая Тульская улица, 13",,,,,,https://roomfi.ru/torgovye-tsentry/51141-torgovo-razvlekatelnyy-tsentr-erevan-plaza/,,,,,,,,,,,,55.7087979,37.6220398,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,38150.0,"[55.7087979, 37.6220398]",Not_defined
3660,ТорговыйцентрКолизей,,,,"Москва, МКАД, 60-й километр, 4А",,,,,,https://roomfi.ru/torgovye-tsentry/50974-torgovyy-tsentr-kolizey/,,,,,,,,,,,,55.766682,37.37209600000001,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,6500.0,"[55.766682, 37.37209600000001]",Not_defined
3661,Торгово-развлекательныйцентрФилион,,,,"Москва, Багратионовский проезд, 5",,,,,,https://roomfi.ru/torgovye-tsentry/51372-torgovo-razvlekatelnyy-tsentr-filion/,,,,,,,,,,,,55.7438993,37.5084528,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,87900.0,"[55.7438993, 37.5084528]",Not_defined
3662,МногофункциональныйкомплексДоминанта,,,,"Москва, Щукинская улица, 2",,,,,,https://roomfi.ru/torgovye-tsentry/51612-mnogofunktsionalnyy-kompleks-dominanta/,,,,,,,,,,,,55.809247,37.48324,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,4000.0,"[55.809247, 37.48324]",Not_defined
3663,ТорговыйцентрСавёлки,,,,"Москва, Савелкинский проезд, 4к1",,,,,,https://roomfi.ru/torgovye-tsentry/51344-torgovyy-tsentr-savyelki/,,,,,,,,,,,,55.9911299,37.2172575,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,16000.0,"[55.9911299, 37.2172575]",Not_defined
3664,ТорговыйцентрОлимп,,,,"Москва, Свободный проспект, 20А",,,,,,https://roomfi.ru/torgovye-tsentry/51054-torgovyy-tsentr-olimp/,,,,,,,,,,,,55.7512404,37.816381,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,3406.0,"[55.7512404, 37.816381]",Not_defined
3665,ТорговыйцентрЭлектрон,,,,"Москва, Большая Семёновская улица, 15Ас1",,,,,,https://roomfi.ru/torgovye-tsentry/50965-torgovyy-tsentr-elektron/,,,,,,,,,,,,55.78274099999999,37.705017,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,2341.0,"[55.78274099999999, 37.705017]",Not_defined
3666,ТорговыйцентрИнтер-Север,,,,"Москва, Фестивальная улица, 2А",,,,,,https://roomfi.ru/torgovye-tsentry/51320-torgovyy-tsentr-inter-sever/,,,,,,,,,,,,55.85396309999999,37.475858,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,6040.0,"[55.85396309999999, 37.475858]",Not_defined
3667,ТорговыйцентрТорговыйцентрнаПервомайской,,,,"Москва, 9-я Парковая улица, 27",,,,,,https://roomfi.ru/torgovye-tsentry/51531-torgovyy-tsentr-torgovyy-tsentr-na-pervomayskoy/,,,,,,,,,,,,55.7963925,37.7988688,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,6435.0,"[55.7963925, 37.7988688]",Not_defined
3668,Торгово-развлекательныйцентрVegasКрокусСити(ВегасКрокусСити),,,,"Москва, МКАД, 66-й километр, вл1",,,,,,https://roomfi.ru/torgovye-tsentry/51512-torgovo-razvlekatelnyy-tsentr-vegas-krokus-siti/,,,,,,,,,,,,55.8209118,37.3895168,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,285000.0,"[55.8209118, 37.3895168]",Not_defined
3669,ТорговыйцентрКаширскаяПлаза,,,,"Москва, Каширское шоссе, 61к2",,,,,,https://roomfi.ru/torgovye-tsentry/52970-torgovyy-tsentr-kashirskaya-plaza/,,,,,,,,,,,,55.607608,37.7159211,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,195000.0,"[55.607608, 37.7159211]",Not_defined
3670,Торгово-развлекательныйцентрVegasКунцево(ВегасКунцево),,,,"Москва, МКАД, 56-й километр",,,,,,https://roomfi.ru/torgovye-tsentry/51511-torgovo-razvlekatelnyy-tsentr-vegas-kuntsevo/,,,,,,,,,,,,55.726313,37.37996010000001,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,286872.0,"[55.726313, 37.37996010000001]",Not_defined
3671,ОбъектТорговоепомещениенаСлавянскомбульваре,,,,"Москва, Славянский бульвар, 13к1",,,,,,https://roomfi.ru/torgovye-tsentry/52889-obekt-torgovoe-pomeshchenie-na-slavyanskom-bulvare-/,,,,,,,,,,,,55.7255759,37.4653634,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,5379.0,"[55.7255759, 37.4653634]",Not_defined
3672,Аутлет-центрOutletVillageБелаяДача(АутлетВилладжБелаяДача),,,,"Москва, Россия",,,,,,https://roomfi.ru/torgovye-tsentry/51622-autlet-tsentr-outlet-village-belaya-dacha/,,,,,,,,,,,,55.755826,37.6172999,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,40800.0,"[55.755826, 37.6172999]",Not_defined
3673,Торгово-развлекательныйцентр5Авеню(ПятаяАвеню),,,,"Москва, улица Маршала Бирюзова, 32",,,,,,https://roomfi.ru/torgovye-tsentry/50976-torgovo-razvlekatelnyy-tsentr-5-avenyu/,,,,,,,,,,,,55.79976199999999,37.483005,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,43586.0,"[55.79976199999999, 37.483005]",Not_defined
3674,ТорговаягалереяJAZZ(Джаз),,,,"Москва, улица Сущёвский Вал, 49с2",,,,,,https://roomfi.ru/torgovye-tsentry/52950-torgovaya-galereya-jazz/,,,,,,,,,,,,55.7934468,37.61182790000001,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,7500.0,"[55.7934468, 37.61182790000001]",Not_defined
3675,Торгово-развлекательныйцентрБутовоМолл,,,,"Москва, поселение Воскресенское, Чечёрский проезд, 51",,,,,,https://roomfi.ru/torgovye-tsentry/52947-torgovo-razvlekatelnyy-tsentr-butovo-moll/,,,,,,,,,,,,55.52503429999999,37.5159916,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,152655.0,"[55.52503429999999, 37.5159916]",Not_defined
3676,Торгово-развлекательныйкомплексFORTвЯсенево(ФортвЯсенево),,,,"Москва, Новоясеневский проспект, 11",,,,,,https://roomfi.ru/torgovye-tsentry/51402-torgovo-razvlekatelnyy-kompleks-fort-v-yasenevo/,,,,,,,,,,,,55.6067589,37.5362145,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,20448.0,"[55.6067589, 37.5362145]",Not_defined
3677,Торгово-развлекательныйкомплексFORTвОтрадном(Форт),,,,"Москва, улица Декабристов, 12",,,,,,https://roomfi.ru/torgovye-tsentry/51255-torgovo-razvlekatelnyy-kompleks-fort-v-otradnom/,,,,,,,,,,,,55.8628023,37.6015962,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,37508.0,"[55.8628023, 37.6015962]",Not_defined
3678,Торгово-офисныйкомплексГрафит,,,,"Москва, Михайловский проезд, 1",,,,,,https://roomfi.ru/torgovye-tsentry/51606-torgovo-ofisnyy-kompleks-grafit/,,,,,,,,,,,,55.731488,37.685903,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,22400.0,"[55.731488, 37.685903]",Not_defined
3679,Торгово-развлекательныйкомплексЕврополисвРостокино(Europolis),,,,"Москва, проспект Мира, 211к2",,,,,,https://roomfi.ru/torgovye-tsentry/51100-torgovo-razvlekatelnyy-kompleks-evropolis-v-rostokino/,,,,,,,,,,,,55.825908,37.6484669,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,242594.0,"[55.825908, 37.6484669]",Not_defined
3680,Торгово-развлекательныйцентрГудзон(Goodzone),,,,"Москва, Каширское шоссе, 14",,,,,,https://roomfi.ru/torgovye-tsentry/51213-torgovo-razvlekatelnyy-tsentr-gudzon/,,,,,,,,,,,,55.6644765,37.6269076,,,torg_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,143720.0,"[55.6644765, 37.6269076]",Not_defined
3681, Особняк Bruce Premier office,,,,"г. Москва, ЦАО, Пресненский, Брюсов переулок 2/14с9",,,,,,https://www.arendator.ru/objects/18567-bruce_premier_office/,,,,,,,,,,,,55.758102,37.6064029,,,torg_office_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,3236.0,"[55.758102, 37.6064029]",
3682, БЦ Судакова Плаза,,,,"г. Москва, ЮВАО, Люблино, Судакова улица 10",,,,,,https://www.arendator.ru/objects/8514-sudakova_plaza/,,,,,,,,,,,,55.6724247,37.7447364,,,torg_office_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,3752.0,"[55.6724247, 37.7447364]",B
3683, БЦ Полёт,,,,"г. Москва, ЦАО, Таганский, Воронцовская улица 35",,,,,,https://www.arendator.ru/objects/9441-polt/,,,,,,,,,,,,55.734778,37.6620779,,,torg_office_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,6500.0,"[55.734778, 37.6620779]",B
3684, БЦ Премьер,,,,"г. Москва, САО, Тимирязевский, Тимирязевская улица 1",,,,,,https://www.arendator.ru/objects/9432-premer-1/,,,,,,,,,,,,55.807526,37.5705639,,,torg_office_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,15500.0,"[55.807526, 37.5705639]",B+
3685, БЦ Аквамарин,,,,"г. Москва, ЦАО, Замоскворечье, Озерковская набережная 22/24 стр.1",,,,,,https://www.arendator.ru/objects/9029-akvamarin-3/,,,,,,,,,,,,55.7405689,37.6367567,,,torg_office_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,78000.0,"[55.7405689, 37.6367567]",A
3686, Бизнес-парк на Войковской,,,,"г. Москва, САО, Войковский, Старопетровский проезд 7А стр.7",,,,,,https://www.arendator.ru/objects/9271-na_vojkovskoj/,,,,,,,,,,,,55.824645,37.500715,,,torg_office_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,20000.0,"[55.824645, 37.500715]",B
3687, БЦ Знаменка,,,,"г. Москва, ЦАО, Хамовники, Знаменка улица 7с3",,,,,,https://www.arendator.ru/objects/8942-znamenka/,,,,,,,,,,,,55.7492859,37.607429,,,torg_office_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,19500.0,"[55.7492859, 37.607429]",A
3688, БЦ Преображенский,,,,"г. Москва, ВАО, Преображенское, Электрозаводская улица 24",,,,,,https://www.arendator.ru/objects/9362-preobrazhenskij-2/,,,,,,,,,,,,55.788414,37.707878,,,torg_office_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,17000.0,"[55.788414, 37.707878]",B
3689, Бизнес-парк Правда,,,,"г. Москва, САО, Беговой, Правды улица 24",,,,,,https://www.arendator.ru/objects/30250-pravda/,,,,,,,,,,,,55.7888524,37.5830443,,,torg_office_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,147349.0,"[55.7888524, 37.5830443]",B
3690, БЦ 44 км МКАД,,,,"г. Москва, МКАД  44",,,,,,https://www.arendator.ru/objects/9282-44_km_mkad/,,,,,,,,,,,,55.631743,37.4690141,,,torg_office_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,3000.0,"[55.631743, 37.4690141]",B
3691, Торгово-офисный центр Театральная аллея,,,,"г. Москва, Театральная аллея  Вл.  2",,,,,,https://www.arendator.ru/objects/8015-teatralnaya_alleya/,,,,,,,,,,,,55.793087,37.5595929,,,torg_office_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,28000.0,"[55.793087, 37.5595929]",A
3692, Деловой центр Искра,,,,"г. Москва, СВАО, Бабушкинский, Искры улица 31к1",,,,,,https://www.arendator.ru/objects/30244-iskra-1/,,,,,,,,,,,,55.863644,37.653304,,,torg_office_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,15584.0,"[55.863644, 37.653304]",B+
3693, БЦ Efremova 10,,,,"г. Москва, ЦАО, Хамовники, Ефремова улица 10",,,,,,https://www.arendator.ru/objects/9326-efremova_10/,,,,,,,,,,,,55.7253218,37.57521930000001,,,torg_office_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,11177.0,"[55.7253218, 37.57521930000001]",A
3694, БЦ Silver City,,,,"г. Москва, ЦАО, Таганский, Серебряническая набережная 29",,,,,,https://www.arendator.ru/objects/9320-silver_city-1/,,,,,,,,,,,,55.7504815,37.6524515,,,torg_office_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,56032.0,"[55.7504815, 37.6524515]",A
3695, БЦ Кулон Билдинг,,,,"г. Москва, ЮЗАО, Южное Бутово, 8 Марта улица 14",,,,,,https://www.arendator.ru/objects/9036-kulon_bilding/,,,,,,,,,,,,55.508015,37.584263,,,torg_office_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,30186.0,"[55.508015, 37.584263]",A
3696, Коворкинг Re: Work,,,,"г. Москва, САО, Беговой, Правды улица 24",,,,,,https://www.arendator.ru/objects/49932-re_work/,,,,,,,,,,,,55.7888524,37.5830443,,,torg_office_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,"[55.7888524, 37.5830443]",
3697, БЦ Большая Переяславская 46 стр.2,,,,"г. Москва, ЦАО, Мещанский, Переяславская Б. улица 46с2",,,,,,https://www.arendator.ru/objects/35190-bolshaya_pereyaslavskaya_46_str2/,,,,,,,,,,,,55.786724,37.6409981,,,torg_office_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,14700.0,"[55.786724, 37.6409981]",B+
3698, БЦ iCube,,,,"г. Москва, ЮЗАО, Академический, Нахимовский проспект 58",,,,,,https://www.arendator.ru/objects/9218-icube/,,,,,,,,,,,,55.6838445,37.5543965,,,torg_office_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,24870.0,"[55.6838445, 37.5543965]",A
3699, Офисно-складской комплекс на 1-м Котляковском,,,,"г. Москва, ЮАО, Москворечье-Сабурово, Котляковский 1-й переулок 2-4",,,,,,https://www.arendator.ru/objects/8794-na_1-m_kotlyakovskom/,,,,,,,,,,,,55.6542262,37.6327354,,,torg_office_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,1000.0,"[55.6542262, 37.6327354]",C
3700, Торгово-офисный центр Олимпик Плаза,,,,"г. Москва, СВАО, Алексеевский, Мира проспект 33 корп 1",,,,,,https://www.arendator.ru/objects/9806-olimpik_plaza-1/,,,,,,,,,,,,55.8209169,37.6417703,,,torg_office_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,22000.0,"[55.8209169, 37.6417703]",B+
3701, БЦ Перовский,,,,"г. Москва, ВАО, Новогиреево, Полимерная улица 8",,,,,,https://www.arendator.ru/objects/35125-perovskij-1/,,,,,,,,,,,,55.746025,37.80031200000001,,,torg_office_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,20000.0,"[55.746025, 37.80031200000001]",C
3702, Офисное здание Старая Басманная 21/4 с1,,,,"г. Москва, Старая Басманная  21/4",,,,,,https://www.arendator.ru/objects/7272-staraya_basmannaya_214_s1/,,,,,,,,,,,,55.7668094,37.6635452,,,torg_office_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,5500.0,"[55.7668094, 37.6635452]",B
3703, БЦ Орликов Плаза,,,,"г. Москва, ЦАО, Красносельский, Орликов переулок 5с1",,,,,,https://www.arendator.ru/objects/9440-orlikov_plaza/,,,,,,,,,,,,55.772343,37.64971,,,torg_office_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,32815.0,"[55.772343, 37.64971]",B
3704, Особняк Гагаринский переулок 33,,,,"г. Москва, ЦАО, Хамовники, Гагаринский переулок 33",,,,,,https://www.arendator.ru/objects/35245-gagarinskij_pereulok_33/,,,,,,,,,,,,55.74481729999999,37.5899621,,,torg_office_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,805.0,"[55.74481729999999, 37.5899621]",
3705, БЦ Эрмитаж Плаза,,,,"г. Москва, ЦАО, Тверской, Краснопролетарская улица 4",,,,,,https://www.arendator.ru/objects/9223-ermitazh_plaza/,,,,,,,,,,,,55.7744593,37.608616,,,torg_office_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,43400.0,"[55.7744593, 37.608616]",A
3706, БЦ на Гончарной 21,,,,"г. Москва, ЦАО, Таганский, Гончарная набережная 21",,,,,,https://www.arendator.ru/objects/9473-na_goncharnoj_21/,,,,,,,,,,,,55.743567,37.6492697,,,torg_office_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,5120.0,"[55.743567, 37.6492697]",A
3707, Офисное здание на Анненской,,,,"г. Москва, СВАО, Марьина роща, Анненская улица 17Б 1",,,,,,https://www.arendator.ru/objects/8378-na_annenskoj/,,,,,,,,,,,,55.8042046,37.609214,,,torg_office_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,1495.0,"[55.8042046, 37.609214]",A
3708, БЦ Triangle House,,,,"г. Москва, ЦАО, Красносельский, Красносельская Верхн. улица 3Г",,,,,,https://www.arendator.ru/objects/9212-triangle_house/,,,,,,,,,,,,55.785439,37.6645303,,,torg_office_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,2700.0,"[55.785439, 37.6645303]",B
3709, Коворкинг Свободное плавание,,,,"г. Москва, ЮАО, Нагорный, Варшавское шоссе 28А",,,,,,https://www.arendator.ru/objects/32785-svobodnoe_plavanie/,,,,,,,,,,,,55.682846,37.61790209999999,,,torg_office_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,"[55.682846, 37.61790209999999]",
3710, БЦ Аэро Сити,,,,"г. Химки (Московская обл), Куркинское шоссе 2",,,,,,https://www.arendator.ru/objects/8878-aero_siti/,,,,,,,,,,,,55.883069,37.427056,,,torg_office_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,44250.0,"[55.883069, 37.427056]",A
3711, БЦ Кадашевский,,,,"г. Москва, ЦАО, Якиманка, Кадашевский 3-й переулок 5 стр.1",,,,,,https://www.arendator.ru/objects/9058-kadashevskij/,,,,,,,,,,,,55.741805,37.62347889999999,,,torg_office_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,3800.0,"[55.741805, 37.62347889999999]",A
3712, Бизнес-парк Румянцево,,,,"г. Москва, Киевское шоссе 1",,,,,,https://www.arendator.ru/objects/9858-rumyancevo-1/,,,,,,,,,,,,55.6336749,37.4392714,,,torg_office_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,487000.0,"[55.6336749, 37.4392714]",B+
3713, БЦ Дом Чайковского,,,,"г. Москва, ЦАО, Хамовники, Барыковский переулок 7",,,,,,https://www.arendator.ru/objects/9421-dom_chajkovskogo/,,,,,,,,,,,,55.741623,37.596307,,,torg_office_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,1845.0,"[55.741623, 37.596307]",A
3714, Коворкинг Антикафе на Водном стадионе,,,,"г. Москва, САО, Войковский, Головинское шоссе 4",,,,,,https://www.arendator.ru/objects/32874-antikafe_na_vodnom_stadione/,,,,,,,,,,,,55.839185,37.4884258,,,torg_office_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,"[55.839185, 37.4884258]",
3715, Коворкинг #tceh,,,,"г. Москва, ЦАО, Красносельский, Мясницкая улица 13с18",,,,,,https://www.arendator.ru/objects/32769-tceh/,,,,,,,,,,,,55.7625948,37.6343384,,,torg_office_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,"[55.7625948, 37.6343384]",
3716, Офисное здание Фабричный дворик,,,,"г. Москва, ЦАО, Хамовники, Учебный переулок 2",,,,,,https://www.arendator.ru/objects/8129-fabrichnyj_dvorik/,,,,,,,,,,,,55.72393899999999,37.5586679,,,torg_office_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,500.0,"[55.72393899999999, 37.5586679]",B
3717, БЦ Melnikoff House,,,,"г. Москва, ЦАО, Басманный, Ольховская улица 4 корп.2",,,,,,https://www.arendator.ru/objects/9154-melnikoff_house/,,,,,,,,,,,,55.773388,37.6662601,,,torg_office_cntr,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,19000.0,"[55.773388, 37.6662601]",A
